DiaChi,chieuDai,chieuNgang,dienTich,dienTichDat,dienTichSuDung,Gia/m2,Phongngu,SoTang,PhongTam,Loai,GiayTo,dacDiem,huongCuaChinh,TinhTrangNoiThat,Gia
"Đường Ni Sư Huỳnh Liên, Phường 10, Quận Tân Bình, Tp Hồ Chí Minh",20 m,23 m,345 m²,345 m²,1000 m²,"- 126,09 triệu/m²",nhiều hơn 10 phòng,5,Nhiều hơn 6 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,Nội thất cao cấp,"43,5 tỷ"
"54/71, 264 Lê Văn Lương, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",,,24 m²,,,"- 87,50 triệu/m²",2 phòng,2,2 phòng,Nhà biệt thự,Đã có sổ,,Nam,Nội thất đầy đủ,"2,1 tỷ"
"Đường Lê Tấn Bê, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",20 m,7 m,140 m²,140 m²,140 m²,"- 49,99 triệu/m²",2 phòng,1,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Nhà nở hậu,,,"6,999 tỷ"
"Đường Mai Xuân Thưởng, Phường 6, Quận 6, Tp Hồ Chí Minh",18 m,3.5 m,64.4 m²,64.4 m²,52.4 m²,"- 133,54 triệu/m²",3 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",Bắc,Hoàn thiện cơ bản,"8,6 tỷ"
"Đường Ba Tháng Hai, Phường 14, Quận 10, Tp Hồ Chí Minh",4 m,4.3 m,17.2 m²,17.2 m²,,"- 174,42 triệu/m²",2 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,,,,3 tỷ
"Đường Chiến Lược, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh",8 m,4 m,32 m²,,32 m²,- 75 triệu/m²,2 phòng,,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,,"2,4 tỷ"
"Đường Tân Long, Xã Bình Chánh, Huyện Bình Chánh, Tp Hồ Chí Minh",,,141 m²,141 m²,,"- 9,22 triệu/m²",3 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,Hoàn thiện cơ bản,"1,3 tỷ"
"Đường Nguyễn Văn Công, Phường 3, Quận Gò Vấp, Tp Hồ Chí Minh",12 m,4 m,48 m²,48 m²,115 m²,"- 114,58 triệu/m²",5 phòng,3,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,,"5,5 tỷ"
"Đường Trần Đại Nghĩa, Xã Tân Kiên, Huyện Bình Chánh, Tp Hồ Chí Minh",14.6 m,5.5 m,80.4 m²,80.4 m²,,"- 11,01 triệu/m²",2 phòng,1,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Hoàn thiện cơ bản,885 triệu
"Đường Trần Thị Hè, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh",32 m,4 m,124 m²,124 m²,189 m²,"- 55,65 triệu/m²",3 phòng,2,2 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Hẻm xe hơi,Đông Nam,Nội thất đầy đủ,"6,9 tỷ"
"Hoàng Hoa Thám, Phường 6, Quận Bình Thạnh, Tp Hồ Chí Minh",,,80 m²,80 m²,,"- 96,25 triệu/m²",5 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,Nội thất cao cấp,"7,7 tỷ"
"Đường Trịnh Thị Miếng, Xã Thới Tam Thôn, Huyện Hóc Môn, Tp Hồ Chí Minh",17 m,4 m,65 m²,65 m²,65 m²,"- 30,77 triệu/m²",2 phòng,,1 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,2 tỷ
"Đường Hòa Hưng, Phường 12, Quận 10, Tp Hồ Chí Minh",,,55 m²,55 m²,131 m²,"- 161,82 triệu/m²",3 phòng,3,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,,"8,9 tỷ"
"Đường Kha Vạn Cân, Phường Linh Tây (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",19 m,4.5 m,86 m²,86 m²,,- 100 triệu/m²,2 phòng,,2 phòng,Nhà phố liền kề,Đã có sổ,Hẻm xe hơi,,,"8,6 tỷ"
"Đường Trần Đại Nghĩa, Xã Tân Kiên, Huyện Bình Chánh, Tp Hồ Chí Minh",16 m,5 m,81.2 m²,81.2 m²,81.2 m²,"- 10,47 triệu/m²",3 phòng,,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,850 triệu
"Hẻm 300 Bùi Văn Ngữ, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh",12.5 m,4 m,50 m²,50 m²,200 m²,- 104 triệu/m²,4 phòng,4,4 phòng,Nhà phố liền kề,Đã có sổ,Hẻm xe hơi,,Nội thất cao cấp,"5,2 tỷ"
"Đường Số 7, Phường Linh Trung (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",16 m,4 m,60 m²,60 m²,,"- 94,17 triệu/m²",3 phòng,,3 phòng,Nhà phố liền kề,Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,Nội thất đầy đủ,"5,65 tỷ"
"Đường Bình Thành, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",20 m,8 m,80 m²,80 m²,,"- 41,12 triệu/m²",2 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"3,29 tỷ"
"Đường Đinh Đức Thiện, Xã Bình Chánh, Huyện Bình Chánh, Tp Hồ Chí Minh",,,60 m²,60 m²,,"- 18,33 triệu/m²",2 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"1,1 tỷ"
"Đường Bình Thành, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",8.1 m,4 m,32.5 m²,32.5 m²,,"- 107,69 triệu/m²",4 phòng,4,4 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"3,5 tỷ"
"Đường Mã Lò, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh",14 m,5 m,70 m²,70 m²,210 m²,"- 74,29 triệu/m²",6 phòng,4,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,"5,2 tỷ"
"Đường Số 8, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",18 m,4 m,72 m²,72 m²,250 m²,"- 88,89 triệu/m²",5 phòng,4,5 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,Đông Bắc,,"6,4 tỷ"
"Đường số 8, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",10 m,4 m,40 m²,40 m²,,- 80 triệu/m²,2 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"3,2 tỷ"
"Đường Thoại Ngọc Hầu, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",12 m,4.3 m,51 m²,51 m²,192 m²,"- 146,08 triệu/m²",6 phòng,4,4 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Hoàn thiện cơ bản,"7,45 tỷ"
"Hẻm 413, Lê Văn Sỹ, Phường 12, Quận 3, Tp Hồ Chí Minh",7.55 m,5 m,38 m²,38 m²,159.8 m²,"- 407,89 triệu/m²",3 phòng,4,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Tây Nam,Nội thất đầy đủ,"15,5 tỷ"
"Đường số 8, Phường Linh Trung (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",23 m,5.2 m,120 m²,120 m²,120 m²,"- 104,17 triệu/m²",5 phòng,1,,"Nhà mặt phố, mặt tiền",Đã có sổ,,,Hoàn thiện cơ bản,"12,5 tỷ"
"Đường Lê Văn Khương, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh",10 m,4 m,40 m²,40 m²,80 m²,- 60 triệu/m²,2 phòng,1,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,,Tây,Hoàn thiện cơ bản,"2,4 tỷ"
"Tân THỚI Nhất Q12, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh",12 m,4.8 m,57 m²,57 m²,,"- 78,95 triệu/m²",3 phòng,,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Đông Nam,,"4,5 tỷ"
"Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Huyện Nhà Bè, Tp Hồ Chí Minh",7 m,4 m,28 m²,28 m²,,"- 67,14 triệu/m²",2 phòng,2,1 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,Hoàn thiện cơ bản,"1,88 tỷ"
"Đường Trường Chinh, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh",9 m,4.1 m,37 m²,37 m²,74 m²,- 100 triệu/m²,2 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Nhà nở hậu,Bắc,,"3,7 tỷ"
"Đường Nguyễn Văn Nghi, Phường 7, Quận Gò Vấp, Tp Hồ Chí Minh",11 m,4 m,45 m²,45 m²,,"- 108,89 triệu/m²",3 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"4,9 tỷ"
"Đường Tân Hòa Đông, Phường 14, Quận 6, Tp Hồ Chí Minh",5.2 m,3.2 m,16 m²,16 m²,16 m²,"- 143,75 triệu/m²",1 phòng,2,,"Nhà ngõ, hẻm",Đã có sổ,,Đông Bắc,,"2,3 tỷ"
"Đường Trương Hoàng Thanh, Phường 12, Quận Tân Bình, Tp Hồ Chí Minh",12 m,4 m,48 m²,48 m²,,- 250 triệu/m²,4 phòng,3,3 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Hẻm xe hơi,,Nội thất cao cấp,12 tỷ
"123, Xã Vĩnh Lộc B, Huyện Bình Chánh, Tp Hồ Chí Minh",10 m,4 m,40 m²,,40 m²,- 25 triệu/m²,2 phòng,,2 phòng,"Nhà ngõ, hẻm",Giấy tờ viết tay,,,,1 tỷ
"Đường Bình Lợi, Phường 13, Quận Bình Thạnh, Tp Hồ Chí Minh",20 m,5 m,100 m²,100 m²,,- 129 triệu/m²,3 phòng,2,4 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Hẻm xe hơi,Tây Bắc,Nội thất cao cấp,"12,9 tỷ"
"Mai Xuân Thưởng, Phường 1, Quận 6, Tp Hồ Chí Minh",15.5 m,3.5 m,54.25 m²,54.25 m²,,"- 106,91 triệu/m²",1 phòng,1,1 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"5,8 tỷ"
"Đường số 20, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",26 m,4.3 m,110 m²,110 m²,,"- 86,36 triệu/m²",3 phòng,,3 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,"9,5 tỷ"
"Đường Phú Thuận, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",19.6 m,5 m,98.2 m²,98.2 m²,295 m²,"- 140,53 triệu/m²",5 phòng,4,5 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,Tây,Nội thất đầy đủ,"13,8 tỷ"
"Đường Số 490, Xã Phạm Văn Cội, Huyện Củ Chi, Tp Hồ Chí Minh",42 m,6 m,252 m²,252 m²,252 m²,"- 13,29 triệu/m²",2 phòng,,1 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,Đông Nam,,"3,35 tỷ"
"Quốc lộ 13, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",20 m,5 m,100 m²,100 m²,274 m²,- 95 triệu/m²,6 phòng,4,Nhiều hơn 6 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,"9,5 tỷ"
"Đường Số 39, Phường Bình Trưng Tây (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",,,66 m²,66 m²,,"- 106,06 triệu/m²",4 phòng,,4 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,7 tỷ
"Đường Lô Đất, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh",10 m,3 m,30 m²,30 m²,,"- 71,67 triệu/m²",4 phòng,3,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"2,15 tỷ"
"Đường số 2, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",14 m,4 m,56 m²,56 m²,112 m²,"- 76,79 triệu/m²",2 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Đông,Nội thất đầy đủ,"4,3 tỷ"
"Đường Bến Súc, Xã An Phú, Huyện Củ Chi, Tp Hồ Chí Minh",53 m,4 m,212 m²,212 m²,212 m²,"- 10,38 triệu/m²",2 phòng,,1 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,Tây Bắc,,"2,2 tỷ"
"Đường Huỳnh Văn Trí, Xã Bình Chánh, Huyện Bình Chánh, Tp Hồ Chí Minh",,,40 m²,40 m²,,- 30 triệu/m²,2 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,,,,"1,2 tỷ"
"Đường Nguyễn Văn Bứa, Xã Xuân Thới Sơn, Huyện Hóc Môn, Tp Hồ Chí Minh",10 m,4.5 m,45 m²,45 m²,90 m²,"- 52,22 triệu/m²",2 phòng,1,2 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,Hoàn thiện cơ bản,"2,35 tỷ"
"Tân Túc, Thị trấn Tân Túc, Huyện Bình Chánh, Tp Hồ Chí Minh",,,47.8 m²,47.8 m²,,"- 14,85 triệu/m²",1 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,,,,710 triệu
"Đường số 10, Phường An Lạc A, Quận Bình Tân, Tp Hồ Chí Minh",13 m,4 m,52 m²,52 m²,,"- 173,08 triệu/m²",4 phòng,4,4 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,9 tỷ
"Hẻm 8 Nguyễn Đình Khơi, Phường 4, Quận Tân Bình, Tp Hồ Chí Minh",14.5 m,5 m,72.7 m²,72.7 m²,72.7 m²,"- 47,59 triệu/m²",4 phòng,2,4 phòng,Nhà phố liền kề,Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,"3,46 tỷ"
"Đường Nguyễn Thái Sơn, Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh",,,45 m²,45 m²,,"- 141,11 triệu/m²",3 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,,,,"6,35 tỷ"
Đường Nguyễn Thị Thập,20 m,7.5 m,150 m²,150 m²,,"- 233,33 triệu/m²",4 phòng,,,Nhà biệt thự,Đã có sổ,,,,35 tỷ
,,,,,,,,,,,,,,,
"Đường Lê Văn Khương, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh",15 m,4 m,58 m²,58 m²,179 m²,"- 102,76 triệu/m²",4 phòng,4,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Đông Nam,Nội thất đầy đủ,"5,96 tỷ"
"Đường Phạm Văn Hai, Phường 3, Quận Tân Bình, Tp Hồ Chí Minh",15 m,3.3 m,42 m²,42 m²,120 m²,"- 154,76 triệu/m²",4 phòng,,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,"6,5 tỷ"
"Đường Hiệp Thành 35, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh",4.2 m,3.6 m,15.54 m²,15.54 m²,28 m²,"- 46,33 triệu/m²",1 phòng,,1 phòng,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,,,,720 triệu
"Đường Đinh Đức Thiện, Xã Bình Chánh, Huyện Bình Chánh, Tp Hồ Chí Minh",14.5 m,9 m,130 m²,130 m²,,"- 17,31 triệu/m²",4 phòng,,3 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,Nội thất cao cấp,"2,25 tỷ"
"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh",7 m,3.2 m,22 m²,22 m²,,"- 67,73 triệu/m²",2 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"1,49 tỷ"
"An Dương Vương, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",14 m,4 m,56 m²,56 m²,220 m²,- 100 triệu/m²,4 phòng,4,3 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,"5,6 tỷ"
"Đường Thích Quảng Đức, Phường 5, Quận Phú Nhuận, Tp Hồ Chí Minh",13.5 m,5.6 m,76 m²,76 m²,,"- 142,11 triệu/m²",3 phòng,3,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Hoàn thiện cơ bản,"10,8 tỷ"
"Thạnh Xuân 24, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh",17 m,4 m,66 m²,66 m²,,"- 95,45 triệu/m²",4 phòng,4,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Đông Nam,Nội thất cao cấp,"6,3 tỷ"
"Đường Quang Trung, Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh",,,85 m²,85 m²,,"- 83,53 triệu/m²",3 phòng,,,"Nhà ngõ, hẻm",,,,,"7,1 tỷ"
"Đường Bùi Đình Tuý, Phường 14, Quận Bình Thạnh, Tp Hồ Chí Minh",15 m,3.5 m,45 m²,45 m²,,"- 131,11 triệu/m²",4 phòng,3,4 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,,"5,9 tỷ"
"Đường Quang Trung, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh",18 m,4 m,72 m²,72 m²,,"- 90,28 triệu/m²",4 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"6,5 tỷ"
"Đường An Dương Vương, Phường 16, Quận 8, Tp Hồ Chí Minh",16 m,4 m,52 m²,52 m²,220 m²,"- 105,77 triệu/m²",4 phòng,4,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,Hoàn thiện cơ bản,"5,5 tỷ"
"Đường Lê Lợi, Xã Tân Thới Nhì, Huyện Hóc Môn, Tp Hồ Chí Minh",7 m,3.5 m,24 m²,24 m²,24 m²,"- 31,25 triệu/m²",1 phòng,1,1 phòng,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,Hẻm xe hơi,Đông Nam,Hoàn thiện cơ bản,750 triệu
"Đường Đinh Đức Thiện, Xã Bình Chánh, Huyện Bình Chánh, Tp Hồ Chí Minh",31 m,8 m,340 m²,340 m²,250 m²,- 5 triệu/m²,8 phòng,,Nhiều hơn 6 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,Nội thất đầy đủ,"1,7 tỷ"
"Đường Số 7, Phường Linh Trung (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",16 m,5.5 m,88 m²,88 m²,370 m²,"- 111,36 triệu/m²",nhiều hơn 10 phòng,,Nhiều hơn 6 phòng,Nhà phố liền kề,Đã có sổ,Hẻm xe hơi,,,"9,8 tỷ"
"Đường 59, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh",16 m,4 m,64.8 m²,64.8 m²,64.8 m²,"- 168,21 triệu/m²",4 phòng,3,6 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Hẻm xe hơi,Tây,,"10,9 tỷ"
"Đường Nguyễn Hữu Trí, Thị trấn Tân Túc, Huyện Bình Chánh, Tp Hồ Chí Minh",16 m,6 m,95 m²,95 m²,,"- 19,58 triệu/m²",4 phòng,,3 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,Nội thất cao cấp,"1,86 tỷ"
"Đường Nguyễn Văn Bứa, Thị trấn Hóc Môn, Huyện Hóc Môn, Tp Hồ Chí Minh",5 m,2 m,10 m²,10 m²,10 m²,- 32 triệu/m²,1 phòng,,1 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Hoàn thiện cơ bản,320 triệu
"Đường Phan Huy Ích, Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh",10 m,4.5 m,45 m²,45 m²,200 m²,"- 124,44 triệu/m²",4 phòng,3,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Hoàn thiện cơ bản,"5,6 tỷ"
"Đường Ấp Chánh 16, Xã Tân Xuân, Huyện Hóc Môn, Tp Hồ Chí Minh",,5 m,30 m²,30 m²,95 m²,"- 25,33 triệu/m²",2 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,,,,760 triệu
"Bình Phú, Phường 11, Quận 6, Tp Hồ Chí Minh",,,96 m²,96 m²,,"- 135,42 triệu/m²",6 phòng,4,,"Nhà mặt phố, mặt tiền",Đã có sổ,,,Nội thất đầy đủ,13 tỷ
"Đường Nguyễn Văn Bứa, Thị trấn Hóc Môn, Huyện Hóc Môn, Tp Hồ Chí Minh",5 m,2 m,10 m²,10 m²,10 m²,- 30 triệu/m²,2 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Hoàn thiện cơ bản,300 triệu
"Đường Trung Mỹ Tây 13, Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh",14 m,8 m,110 m²,110 m²,110 m²,"- 65,45 triệu/m²",4 phòng,,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",Đông Nam,Hoàn thiện cơ bản,"7,2 tỷ"
"Đường Tôn Đản, Phường 15, Quận 4, Tp Hồ Chí Minh",3 m,4.3 m,12.8 m²,12.8 m²,12.8 m²,"- 101,56 triệu/m²",1 phòng,2,1 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,Hoàn thiện cơ bản,"1,3 tỷ"
"Đường Hoàng Diệu 2, Phường Linh Trung (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",22 m,6 m,130 m²,130 m²,,"- 61,53 triệu/m²",3 phòng,,3 phòng,Nhà phố liền kề,Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,Nội thất đầy đủ,"7,999 tỷ"
"Đường Phạm Văn Chiêu, Phường 9, Quận Gò Vấp, Tp Hồ Chí Minh",14 m,4 m,50 m²,50 m²,157 m²,"- 149,60 triệu/m²",4 phòng,4,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Tây Bắc,Nội thất cao cấp,"7,48 tỷ"
"Đường Trịnh Như Khuê, Xã Bình Chánh, Huyện Bình Chánh, Tp Hồ Chí Minh",16 m,5 m,80 m²,80 m²,80 m²,"- 9,50 triệu/m²",2 phòng,,1 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,760 triệu
"Đường Tân Hương, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh",14 m,7.3 m,102 m²,102 m²,212 m²,"- 90,20 triệu/m²",nhiều hơn 10 phòng,3,Nhiều hơn 6 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,"9,2 tỷ"
"Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Huyện Nhà Bè, Tp Hồ Chí Minh",9 m,3.2 m,31 m²,31 m²,,"- 67,74 triệu/m²",2 phòng,3,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"2,1 tỷ"
"Đường Âu Dương Lân, Phường 3, Quận 8, Tp Hồ Chí Minh",,,16 m²,16 m²,62 m²,"- 112,50 triệu/m²",1 phòng,1,1 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,,"1,8 tỷ"
"Đường Nguyễn Bỉnh Khiêm, Phường 5, Quận Bình Thạnh, Tp Hồ Chí Minh",30 m,15 m,417 m²,417 m²,,"- 117,51 triệu/m²",8 phòng,,,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,49 tỷ
"Đường Văn Cao, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,25 m²,25 m²,,- 114 triệu/m²,2 phòng,,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,,"2,85 tỷ"
"64, Phường 10, Quận 6, Tp Hồ Chí Minh",12 m,4 m,48 m²,48 m²,,"- 158,33 triệu/m²",4 phòng,,,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,"7,6 tỷ"
"Bình Phú, Phường 10, Quận 6, Tp Hồ Chí Minh",,,40 m²,40 m²,,- 175 triệu/m²,6 phòng,4,,"Nhà mặt phố, mặt tiền",Đã có sổ,,,Nội thất đầy đủ,7 tỷ
"Đường Nguyễn Thị Trọn, Xã Vĩnh Lộc A, Huyện Bình Chánh, Tp Hồ Chí Minh",10 m,4 m,40 m²,40 m²,60 m²,"- 26,25 triệu/m²",1 phòng,,1 phòng,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,Hẻm xe hơi,,Hoàn thiện cơ bản,"1,05 tỷ"
"Đường Lê Lợi, Xã Tân Thới Nhì, Huyện Hóc Môn, Tp Hồ Chí Minh",16 m,4 m,64 m²,64 m²,64 m²,"- 41,41 triệu/m²",2 phòng,1,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Tây Nam,Hoàn thiện cơ bản,"2,65 tỷ"
